
[11:25:22 4993 INF] Running "Day 12: Rain Risk. Part One."
[11:25:22 5375 INF] 	After 5 instruction the awnser is 25.
[11:25:22 5553 VRB] 	Ship (EastWest -1409, NorthSouth -2190). Waypoint (EastWest -22, NorthSouth -4)
[11:25:22 5553 VRB] 	Ship (EastWest -1409, NorthSouth -2190). Waypoint (EastWest -4, NorthSouth 22)
[11:25:22 5553 VRB] 	Ship (EastWest -1473, NorthSouth -1838). Waypoint (EastWest -4, NorthSouth 22)
[11:25:22 5553 VRB] 	Ship (EastWest -1473, NorthSouth -1838). Waypoint (EastWest -3, NorthSouth 22)
[11:25:22 5553 VRB] 	Ship (EastWest -1473, NorthSouth -1838). Waypoint (EastWest -3, NorthSouth 21)
[11:25:22 5553 VRB] 	Ship (EastWest -1473, NorthSouth -1838). Waypoint (EastWest 3, NorthSouth -21)
[11:25:22 5553 VRB] 	Ship (EastWest -1287, NorthSouth -3140). Waypoint (EastWest 3, NorthSouth -21)
[11:25:22 5553 VRB] 	Ship (EastWest -1287, NorthSouth -3140). Waypoint (EastWest 21, NorthSouth 3)
[11:25:22 5553 VRB] 	Ship (EastWest -1287, NorthSouth -3140). Waypoint (EastWest 21, NorthSouth 5)
[11:25:22 5553 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest 21, NorthSouth 5)
[11:25:22 5553 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest 22, NorthSouth 5)
[11:25:22 5554 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest 5, NorthSouth -22)
[11:25:22 5554 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest 5, NorthSouth -19)
[11:25:22 5554 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest 19, NorthSouth 5)
[11:25:22 5554 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest 17, NorthSouth 5)
[11:25:22 5554 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest 5, NorthSouth -17)
[11:25:22 5554 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest 5, NorthSouth -18)
[11:25:22 5554 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest 7, NorthSouth -18)
[11:25:22 5554 VRB] 	Ship (EastWest -69, NorthSouth -2850). Waypoint (EastWest -7, NorthSouth 18)
[11:25:22 5554 VRB] 	Ship (EastWest -419, NorthSouth -1950). Waypoint (EastWest -7, NorthSouth 18)
[11:25:22 5554 VRB] 	Ship (EastWest -419, NorthSouth -1950). Waypoint (EastWest -7, NorthSouth 19)
[11:25:22 5554 VRB] 	Ship (EastWest -419, NorthSouth -1950). Waypoint (EastWest -11, NorthSouth 19)
[11:25:22 5554 VRB] 	Ship (EastWest -419, NorthSouth -1950). Waypoint (EastWest -11, NorthSouth 20)
[11:25:22 5554 VRB] 	Ship (EastWest -1035, NorthSouth -830). Waypoint (EastWest -11, NorthSouth 20)
[11:25:22 5554 VRB] 	Ship (EastWest -1035, NorthSouth -830). Waypoint (EastWest -11, NorthSouth 19)
[11:25:22 5554 VRB] 	Ship (EastWest -1035, NorthSouth -830). Waypoint (EastWest -12, NorthSouth 19)
[11:25:22 5554 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -12, NorthSouth 19)
[11:25:22 5554 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -12, NorthSouth 22)
[11:25:22 5554 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest 12, NorthSouth -22)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest 12, NorthSouth -23)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -23, NorthSouth -12)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -23, NorthSouth -9)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -24, NorthSouth -9)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -24, NorthSouth -10)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest 10, NorthSouth -24)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest 10, NorthSouth -23)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -23, NorthSouth -10)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -21, NorthSouth -10)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -21, NorthSouth -5)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -24, NorthSouth -5)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -5, NorthSouth 24)
[11:25:22 5555 VRB] 	Ship (EastWest -2151, NorthSouth 937). Waypoint (EastWest -5, NorthSouth 25)
[11:25:22 5555 VRB] 	Ship (EastWest -2196, NorthSouth 1162). Waypoint (EastWest -5, NorthSouth 25)
[11:25:22 5555 VRB] 	Ship (EastWest -2196, NorthSouth 1162). Waypoint (EastWest -5, NorthSouth 28)
[11:25:22 5555 VRB] 	Ship (EastWest -2196, NorthSouth 1162). Waypoint (EastWest -3, NorthSouth 28)
[11:25:22 5555 VRB] 	Ship (EastWest -2196, NorthSouth 1162). Waypoint (EastWest -3, NorthSouth 27)
[11:25:22 5555 VRB] 	Ship (EastWest -2196, NorthSouth 1162). Waypoint (EastWest 3, NorthSouth -27)
[11:25:22 5555 VRB] 	Ship (EastWest -2097, NorthSouth 271). Waypoint (EastWest 3, NorthSouth -27)
[11:25:22 5556 VRB] 	Ship (EastWest -2097, NorthSouth 271). Waypoint (EastWest 4, NorthSouth -27)
[11:25:22 5556 VRB] 	Ship (EastWest -1965, NorthSouth -620). Waypoint (EastWest 4, NorthSouth -27)
[11:25:22 5556 VRB] 	Ship (EastWest -1965, NorthSouth -620). Waypoint (EastWest -1, NorthSouth -27)
[11:25:22 5556 VRB] 	Ship (EastWest -2064, NorthSouth -3293). Waypoint (EastWest -1, NorthSouth -27)
[11:25:22 5556 VRB] 	Ship (EastWest -2064, NorthSouth -3293). Waypoint (EastWest 3, NorthSouth -27)
[11:25:22 5556 VRB] 	Ship (EastWest -1923, NorthSouth -4562). Waypoint (EastWest 3, NorthSouth -27)
[11:25:22 5556 VRB] 	Ship (EastWest -1923, NorthSouth -4562). Waypoint (EastWest -3, NorthSouth 27)
[11:25:22 5556 VRB] 	Ship (EastWest -1923, NorthSouth -4562). Waypoint (EastWest -3, NorthSouth 24)
[11:25:22 5556 VRB] 	Ship (EastWest -2028, NorthSouth -3722). Waypoint (EastWest -3, NorthSouth 24)
[11:25:22 5556 VRB] 	Ship (EastWest -2028, NorthSouth -3722). Waypoint (EastWest -3, NorthSouth 29)
[11:25:22 5556 VRB] 	Ship (EastWest -2028, NorthSouth -3722). Waypoint (EastWest 1, NorthSouth 29)
[11:25:22 5556 VRB] 	Ship (EastWest -2028, NorthSouth -3722). Waypoint (EastWest 1, NorthSouth 34)
[11:25:22 5556 VRB] 	Ship (EastWest -2003, NorthSouth -2872). Waypoint (EastWest 1, NorthSouth 34)
[11:25:22 5556 VRB] 	Ship (EastWest -2003, NorthSouth -2872). Waypoint (EastWest 34, NorthSouth -1)
[11:25:22 5556 VRB] 	Ship (EastWest -2003, NorthSouth -2872). Waypoint (EastWest 39, NorthSouth -1)
[11:25:22 5556 VRB] 	Ship (EastWest 298, NorthSouth -2931). Waypoint (EastWest 39, NorthSouth -1)
[11:25:22 5556 VRB] 	Ship (EastWest 298, NorthSouth -2931). Waypoint (EastWest -39, NorthSouth 1)
[11:25:22 5556 VRB] 	Ship (EastWest -2510, NorthSouth -2859). Waypoint (EastWest -39, NorthSouth 1)
[11:25:22 5557 VRB] 	Ship (EastWest -2510, NorthSouth -2859). Waypoint (EastWest 39, NorthSouth -1)
[11:25:22 5557 VRB] 	Ship (EastWest 220, NorthSouth -2929). Waypoint (EastWest 39, NorthSouth -1)
[11:25:22 5557 VRB] 	Ship (EastWest 220, NorthSouth -2929). Waypoint (EastWest -39, NorthSouth 1)
[11:25:22 5557 VRB] 	Ship (EastWest 220, NorthSouth -2929). Waypoint (EastWest -39, NorthSouth 0)
[11:25:22 5557 VRB] 	Ship (EastWest -3017, NorthSouth -2929). Waypoint (EastWest -39, NorthSouth 0)
[11:25:22 5557 VRB] 	Ship (EastWest -3017, NorthSouth -2929). Waypoint (EastWest -38, NorthSouth 0)
[11:25:22 5557 VRB] 	Ship (EastWest -6019, NorthSouth -2929). Waypoint (EastWest -38, NorthSouth 0)
[11:25:22 5557 VRB] 	Ship (EastWest -6019, NorthSouth -2929). Waypoint (EastWest 0, NorthSouth 38)
[11:25:22 5557 VRB] 	Ship (EastWest -6019, NorthSouth -1561). Waypoint (EastWest 0, NorthSouth 38)
[11:25:22 5557 VRB] 	Ship (EastWest -6019, NorthSouth -1561). Waypoint (EastWest 1, NorthSouth 38)
[11:25:22 5557 VRB] 	Ship (EastWest -6019, NorthSouth -1561). Waypoint (EastWest 1, NorthSouth 42)
[11:25:22 5557 VRB] 	Ship (EastWest -5938, NorthSouth 1841). Waypoint (EastWest 1, NorthSouth 42)
[11:25:22 5557 VRB] 	Ship (EastWest -5938, NorthSouth 1841). Waypoint (EastWest -1, NorthSouth 42)
[11:25:22 5557 VRB] 	Ship (EastWest -5938, NorthSouth 1841). Waypoint (EastWest -42, NorthSouth -1)
[11:25:22 5557 VRB] 	Ship (EastWest -10012, NorthSouth 1744). Waypoint (EastWest -42, NorthSouth -1)
[11:25:22 5557 VRB] 	Ship (EastWest -10012, NorthSouth 1744). Waypoint (EastWest 42, NorthSouth 1)
[11:25:22 5557 VRB] 	Ship (EastWest -6988, NorthSouth 1816). Waypoint (EastWest 42, NorthSouth 1)
[11:25:22 5557 VRB] 	Ship (EastWest -6988, NorthSouth 1816). Waypoint (EastWest 42, NorthSouth -3)
[11:25:22 5558 VRB] 	Ship (EastWest -6988, NorthSouth 1816). Waypoint (EastWest -3, NorthSouth -42)
[11:25:22 5558 VRB] 	Ship (EastWest -7030, NorthSouth 1228). Waypoint (EastWest -3, NorthSouth -42)
[11:25:22 5558 VRB] 	Ship (EastWest -7030, NorthSouth 1228). Waypoint (EastWest -5, NorthSouth -42)
[11:25:22 5558 VRB] 	Ship (EastWest -7050, NorthSouth 1060). Waypoint (EastWest -5, NorthSouth -42)
[11:25:22 5558 VRB] 	Ship (EastWest -7050, NorthSouth 1060). Waypoint (EastWest -5, NorthSouth -40)
[11:25:22 5558 VRB] 	Ship (EastWest -7050, NorthSouth 1060). Waypoint (EastWest -5, NorthSouth -39)
[11:25:22 5558 VRB] 	Ship (EastWest -7490, NorthSouth -2372). Waypoint (EastWest -5, NorthSouth -39)
[11:25:22 5558 VRB] 	Ship (EastWest -7490, NorthSouth -2372). Waypoint (EastWest -39, NorthSouth 5)
[11:25:22 5558 VRB] 	Ship (EastWest -7490, NorthSouth -2372). Waypoint (EastWest -39, NorthSouth 10)
[11:25:22 5558 VRB] 	Ship (EastWest -8777, NorthSouth -2042). Waypoint (EastWest -39, NorthSouth 10)
[11:25:22 5558 VRB] 	Ship (EastWest -8777, NorthSouth -2042). Waypoint (EastWest -39, NorthSouth 7)
[11:25:22 5558 VRB] 	Ship (EastWest -8777, NorthSouth -2042). Waypoint (EastWest -34, NorthSouth 7)
[11:25:22 5558 VRB] 	Ship (EastWest -8777, NorthSouth -2042). Waypoint (EastWest -34, NorthSouth 2)
[11:25:22 5558 VRB] 	Ship (EastWest -8777, NorthSouth -2042). Waypoint (EastWest -31, NorthSouth 2)
[11:25:22 5558 VRB] 	Ship (EastWest -8777, NorthSouth -2042). Waypoint (EastWest -2, NorthSouth -31)
[11:25:22 5558 VRB] 	Ship (EastWest -8835, NorthSouth -2941). Waypoint (EastWest -2, NorthSouth -31)
[11:25:22 5558 VRB] 	Ship (EastWest -8835, NorthSouth -2941). Waypoint (EastWest -1, NorthSouth -31)
[11:25:22 5558 VRB] 	Ship (EastWest -8894, NorthSouth -4770). Waypoint (EastWest -1, NorthSouth -31)
[11:25:22 5559 VRB] 	Ship (EastWest -8894, NorthSouth -4770). Waypoint (EastWest -1, NorthSouth -28)
[11:25:22 5559 VRB] 	Ship (EastWest -8894, NorthSouth -4770). Waypoint (EastWest -28, NorthSouth 1)
[11:25:22 5559 VRB] 	Ship (EastWest -8894, NorthSouth -4770). Waypoint (EastWest -30, NorthSouth 1)
[11:25:22 5559 VRB] 	Ship (EastWest -10904, NorthSouth -4703). Waypoint (EastWest -30, NorthSouth 1)
[11:25:22 5559 VRB] 	Ship (EastWest -10904, NorthSouth -4703). Waypoint (EastWest 1, NorthSouth 30)
[11:25:22 5559 VRB] 	Ship (EastWest -10904, NorthSouth -4703). Waypoint (EastWest 6, NorthSouth 30)
[11:25:22 5559 VRB] 	Ship (EastWest -10904, NorthSouth -4703). Waypoint (EastWest 30, NorthSouth -6)
[11:25:22 5559 VRB] 	Ship (EastWest -10904, NorthSouth -4703). Waypoint (EastWest 30, NorthSouth -2)
[11:25:22 5559 VRB] 	Ship (EastWest -8594, NorthSouth -4857). Waypoint (EastWest 30, NorthSouth -2)
[11:25:22 5559 VRB] 	Ship (EastWest -8594, NorthSouth -4857). Waypoint (EastWest -2, NorthSouth -30)
[11:25:22 5559 VRB] 	Ship (EastWest -8594, NorthSouth -4857). Waypoint (EastWest 2, NorthSouth -30)
[11:25:22 5559 VRB] 	Ship (EastWest -8594, NorthSouth -4857). Waypoint (EastWest 2, NorthSouth -34)
[11:25:22 5559 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest 2, NorthSouth -34)
[11:25:22 5559 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -34, NorthSouth -2)
[11:25:22 5559 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -34, NorthSouth -4)
[11:25:22 5559 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -38, NorthSouth -4)
[11:25:22 5559 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest 38, NorthSouth 4)
[11:25:22 5559 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest 38, NorthSouth 7)
[11:25:22 5559 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest 34, NorthSouth 7)
[11:25:22 5560 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -7, NorthSouth 34)
[11:25:22 5560 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -7, NorthSouth 30)
[11:25:22 5560 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -30, NorthSouth -7)
[11:25:22 5560 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -33, NorthSouth -7)
[11:25:22 5560 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -33, NorthSouth -2)
[11:25:22 5560 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -2, NorthSouth 33)
[11:25:22 5560 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest -2, NorthSouth 28)
[11:25:22 5560 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest 3, NorthSouth 28)
[11:25:22 5560 VRB] 	Ship (EastWest -8508, NorthSouth -6319). Waypoint (EastWest 28, NorthSouth -3)
[11:25:22 5560 VRB] 	Ship (EastWest -8396, NorthSouth -6331). Waypoint (EastWest 28, NorthSouth -3)
[11:25:22 5560 VRB] 	Ship (EastWest -6940, NorthSouth -6487). Waypoint (EastWest 28, NorthSouth -3)
[11:25:22 5560 VRB] 	Ship (EastWest -6940, NorthSouth -6487). Waypoint (EastWest 28, NorthSouth -1)
[11:25:22 5560 VRB] 	Ship (EastWest -5036, NorthSouth -6555). Waypoint (EastWest 28, NorthSouth -1)
[11:25:22 5560 VRB] 	Ship (EastWest -5036, NorthSouth -6555). Waypoint (EastWest 28, NorthSouth 0)
[11:25:22 5560 VRB] 	Ship (EastWest -5036, NorthSouth -6555). Waypoint (EastWest -28, NorthSouth 0)
[11:25:22 5560 VRB] 	Ship (EastWest -5036, NorthSouth -6555). Waypoint (EastWest -31, NorthSouth 0)
[11:25:22 5560 VRB] 	Ship (EastWest -5036, NorthSouth -6555). Waypoint (EastWest -31, NorthSouth -5)
[11:25:22 5561 VRB] 	Ship (EastWest -7857, NorthSouth -7010). Waypoint (EastWest -31, NorthSouth -5)
[11:25:22 5561 VRB] 	Ship (EastWest -7857, NorthSouth -7010). Waypoint (EastWest -33, NorthSouth -5)
[11:25:22 5561 VRB] 	Ship (EastWest -7857, NorthSouth -7010). Waypoint (EastWest -33, NorthSouth -7)
[11:25:22 5561 VRB] 	Ship (EastWest -7857, NorthSouth -7010). Waypoint (EastWest 7, NorthSouth -33)
[11:25:22 5561 VRB] 	Ship (EastWest -7605, NorthSouth -8198). Waypoint (EastWest 7, NorthSouth -33)
[11:25:22 5561 VRB] 	Ship (EastWest -7605, NorthSouth -8198). Waypoint (EastWest -7, NorthSouth 33)
[11:25:22 5561 VRB] 	Ship (EastWest -7605, NorthSouth -8198). Waypoint (EastWest -7, NorthSouth 30)
[11:25:22 5561 VRB] 	Ship (EastWest -7605, NorthSouth -8198). Waypoint (EastWest 7, NorthSouth -30)
[11:25:22 5561 VRB] 	Ship (EastWest -7605, NorthSouth -8198). Waypoint (EastWest 7, NorthSouth -29)
[11:25:22 5561 VRB] 	Ship (EastWest -7605, NorthSouth -8198). Waypoint (EastWest 29, NorthSouth 7)
[11:25:22 5561 VRB] 	Ship (EastWest -7605, NorthSouth -8198). Waypoint (EastWest 29, NorthSouth 5)
[11:25:22 5561 VRB] 	Ship (EastWest -7605, NorthSouth -8198). Waypoint (EastWest 34, NorthSouth 5)
[11:25:22 5561 VRB] 	Ship (EastWest -7605, NorthSouth -8198). Waypoint (EastWest -5, NorthSouth 34)
[11:25:22 5561 VRB] 	Ship (EastWest -7935, NorthSouth -5954). Waypoint (EastWest -5, NorthSouth 34)
[11:25:22 5561 VRB] 	Ship (EastWest -7935, NorthSouth -5954). Waypoint (EastWest -5, NorthSouth 35)
[11:25:22 5561 VRB] 	Ship (EastWest -7935, NorthSouth -5954). Waypoint (EastWest -1, NorthSouth 35)
[11:25:22 5561 VRB] 	Ship (EastWest -7935, NorthSouth -5954). Waypoint (EastWest -35, NorthSouth -1)
[11:25:22 5561 VRB] 	Ship (EastWest -9720, NorthSouth -6005). Waypoint (EastWest -35, NorthSouth -1)
[11:25:22 5561 VRB] 	Ship (EastWest -9720, NorthSouth -6005). Waypoint (EastWest -34, NorthSouth -1)
[11:25:22 5562 VRB] 	Ship (EastWest -9720, NorthSouth -6005). Waypoint (EastWest -34, NorthSouth -5)
[11:25:22 5562 VRB] 	Ship (EastWest -9720, NorthSouth -6005). Waypoint (EastWest 34, NorthSouth 5)
[11:25:22 5562 VRB] 	Ship (EastWest -8292, NorthSouth -5795). Waypoint (EastWest 34, NorthSouth 5)
[11:25:22 5562 VRB] 	Ship (EastWest -8292, NorthSouth -5795). Waypoint (EastWest 34, NorthSouth 1)
[11:25:22 5562 VRB] 	Ship (EastWest -8292, NorthSouth -5795). Waypoint (EastWest -1, NorthSouth 34)
[11:25:22 5562 VRB] 	Ship (EastWest -8292, NorthSouth -5795). Waypoint (EastWest -1, NorthSouth 35)
[11:25:22 5562 VRB] 	Ship (EastWest -8292, NorthSouth -5795). Waypoint (EastWest 1, NorthSouth 35)
[11:25:22 5562 VRB] 	Ship (EastWest -8192, NorthSouth -2295). Waypoint (EastWest 1, NorthSouth 35)
[11:25:22 5562 VRB] 	Ship (EastWest -8192, NorthSouth -2295). Waypoint (EastWest 35, NorthSouth -1)
[11:25:22 5562 VRB] 	Ship (EastWest -8192, NorthSouth -2295). Waypoint (EastWest 35, NorthSouth 3)
[11:25:22 5562 VRB] 	Ship (EastWest -7737, NorthSouth -2256). Waypoint (EastWest 35, NorthSouth 3)
[11:25:22 5562 VRB] 	Ship (EastWest -7737, NorthSouth -2256). Waypoint (EastWest -3, NorthSouth 35)
[11:25:22 5562 VRB] 	Ship (EastWest -7737, NorthSouth -2256). Waypoint (EastWest -4, NorthSouth 35)
[11:25:22 5562 VRB] 	Ship (EastWest -7737, NorthSouth -2256). Waypoint (EastWest -35, NorthSouth -4)
[11:25:22 5562 VRB] 	Ship (EastWest -7737, NorthSouth -2256). Waypoint (EastWest -34, NorthSouth -4)
[11:25:22 5562 VRB] 	Ship (EastWest -7737, NorthSouth -2256). Waypoint (EastWest -4, NorthSouth 34)
[11:25:22 5562 VRB] 	Ship (EastWest -7737, NorthSouth -2256). Waypoint (EastWest -7, NorthSouth 34)
[11:25:22 5562 VRB] 	Ship (EastWest -8339, NorthSouth 668). Waypoint (EastWest -7, NorthSouth 34)
[11:25:22 5563 VRB] 	Ship (EastWest -8339, NorthSouth 668). Waypoint (EastWest -11, NorthSouth 34)
[11:25:22 5563 VRB] 	Ship (EastWest -8746, NorthSouth 1926). Waypoint (EastWest -11, NorthSouth 34)
[11:25:22 5563 VRB] 	Ship (EastWest -8746, NorthSouth 1926). Waypoint (EastWest -13, NorthSouth 34)
[11:25:22 5563 VRB] 	Ship (EastWest -9487, NorthSouth 3864). Waypoint (EastWest -13, NorthSouth 34)
[11:25:22 5563 VRB] 	Ship (EastWest -9487, NorthSouth 3864). Waypoint (EastWest -13, NorthSouth 35)
[11:25:22 5563 VRB] 	Ship (EastWest -9487, NorthSouth 3864). Waypoint (EastWest -16, NorthSouth 35)
[11:25:22 5563 VRB] 	Ship (EastWest -10863, NorthSouth 6874). Waypoint (EastWest -16, NorthSouth 35)
[11:25:22 5563 VRB] 	Ship (EastWest -10863, NorthSouth 6874). Waypoint (EastWest 35, NorthSouth 16)
[11:25:22 5563 VRB] 	Ship (EastWest -10618, NorthSouth 6986). Waypoint (EastWest 35, NorthSouth 16)
[11:25:22 5563 VRB] 	Ship (EastWest -10618, NorthSouth 6986). Waypoint (EastWest 16, NorthSouth -35)
[11:25:22 5563 VRB] 	Ship (EastWest -10618, NorthSouth 6986). Waypoint (EastWest 16, NorthSouth -40)
[11:25:22 5563 VRB] 	Ship (EastWest -10618, NorthSouth 6986). Waypoint (EastWest 11, NorthSouth -40)
[11:25:22 5563 VRB] 	Ship (EastWest -10618, NorthSouth 6986). Waypoint (EastWest 16, NorthSouth -40)
[11:25:22 5563 VRB] 	Ship (EastWest -10618, NorthSouth 6986). Waypoint (EastWest -40, NorthSouth -16)
[11:25:22 5563 VRB] 	Ship (EastWest -10618, NorthSouth 6986). Waypoint (EastWest -42, NorthSouth -16)
[11:25:22 5563 VRB] 	Ship (EastWest -12256, NorthSouth 6362). Waypoint (EastWest -42, NorthSouth -16)
[11:25:22 5563 VRB] 	Ship (EastWest -12256, NorthSouth 6362). Waypoint (EastWest 42, NorthSouth 16)
[11:25:22 5563 VRB] 	Ship (EastWest -12256, NorthSouth 6362). Waypoint (EastWest 42, NorthSouth 18)
[11:25:22 5564 VRB] 	Ship (EastWest -11878, NorthSouth 6524). Waypoint (EastWest 42, NorthSouth 18)
[11:25:22 5564 VRB] 	Ship (EastWest -11878, NorthSouth 6524). Waypoint (EastWest 46, NorthSouth 18)
[11:25:22 5564 VRB] 	Ship (EastWest -11878, NorthSouth 6524). Waypoint (EastWest -46, NorthSouth -18)
[11:25:22 5564 VRB] 	Ship (EastWest -11878, NorthSouth 6524). Waypoint (EastWest -46, NorthSouth -20)
[11:25:22 5564 VRB] 	Ship (EastWest -16340, NorthSouth 4584). Waypoint (EastWest -46, NorthSouth -20)
[11:25:22 5564 VRB] 	Ship (EastWest -16340, NorthSouth 4584). Waypoint (EastWest -46, NorthSouth -21)
[11:25:22 5564 VRB] 	Ship (EastWest -16340, NorthSouth 4584). Waypoint (EastWest 46, NorthSouth 21)
[11:25:22 5564 VRB] 	Ship (EastWest -13764, NorthSouth 5760). Waypoint (EastWest 46, NorthSouth 21)
[11:25:22 5564 VRB] 	Ship (EastWest -13764, NorthSouth 5760). Waypoint (EastWest 42, NorthSouth 21)
[11:25:22 5564 VRB] 	Ship (EastWest -13764, NorthSouth 5760). Waypoint (EastWest 21, NorthSouth -42)
[11:25:22 5564 VRB] 	Ship (EastWest -13764, NorthSouth 5760). Waypoint (EastWest 18, NorthSouth -42)
[11:25:22 5564 VRB] 	Ship (EastWest -12756, NorthSouth 3408). Waypoint (EastWest 18, NorthSouth -42)
[11:25:22 5564 VRB] 	Ship (EastWest -12756, NorthSouth 3408). Waypoint (EastWest -18, NorthSouth 42)
[11:25:22 5564 VRB] 	Ship (EastWest -12810, NorthSouth 3534). Waypoint (EastWest -18, NorthSouth 42)
[11:25:22 5564 VRB] 	Ship (EastWest -12810, NorthSouth 3534). Waypoint (EastWest -17, NorthSouth 42)
[11:25:22 5564 VRB] 	Ship (EastWest -13473, NorthSouth 5172). Waypoint (EastWest -17, NorthSouth 42)
[11:25:22 5564 VRB] 	Ship (EastWest -13473, NorthSouth 5172). Waypoint (EastWest -17, NorthSouth 46)
[11:25:22 5565 VRB] 	Ship (EastWest -13473, NorthSouth 5172). Waypoint (EastWest -46, NorthSouth -17)
[11:25:22 5565 VRB] 	Ship (EastWest -15543, NorthSouth 4407). Waypoint (EastWest -46, NorthSouth -17)
[11:25:22 5565 VRB] 	Ship (EastWest -15543, NorthSouth 4407). Waypoint (EastWest 17, NorthSouth -46)
[11:25:22 5565 VRB] 	Ship (EastWest -14421, NorthSouth 1371). Waypoint (EastWest 17, NorthSouth -46)
[11:25:22 5565 VRB] 	Ship (EastWest -14421, NorthSouth 1371). Waypoint (EastWest 46, NorthSouth 17)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest 46, NorthSouth 17)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest 51, NorthSouth 17)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest -17, NorthSouth 51)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest -13, NorthSouth 51)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest -13, NorthSouth 56)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest -56, NorthSouth -13)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest -56, NorthSouth -18)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest -54, NorthSouth -18)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest -54, NorthSouth -13)
[11:25:22 5565 VRB] 	Ship (EastWest -11937, NorthSouth 2289). Waypoint (EastWest -50, NorthSouth -13)
[11:25:22 5565 VRB] 	Ship (EastWest -13737, NorthSouth 1821). Waypoint (EastWest -50, NorthSouth -13)
[11:25:22 5565 VRB] 	Ship (EastWest -13737, NorthSouth 1821). Waypoint (EastWest 50, NorthSouth 13)
[11:25:22 5565 VRB] 	Ship (EastWest -10387, NorthSouth 2692). Waypoint (EastWest 50, NorthSouth 13)
[11:25:22 5566 VRB] 	Ship (EastWest -10387, NorthSouth 2692). Waypoint (EastWest 52, NorthSouth 13)
